# Discharge.ft^3/s.velq@03254520.20180201.csv generated at 2018-07-09 04:22:13 (UTC+00:00) by AQUARIUS 18.1.204.0
# 
# Time series identifier: Discharge.ft^3/s.velq@03254520
# Location: LICKING RIVER AT HWY 536 NEAR ALEXANDRIA, KY
# UTC offset: (UTC-05:00)
# Value units: ft^3/s
# Value parameter: Discharge
# Interpolation type: Instantaneous Values
# Time series type: Derived
# 
# Export options: Corrected signal from 2018-02-01T05:00:00Z to 2018-07-09T04:59:00Z
# 
# CSV data starts at line 15.
# 
ISO 8601 UTC, Timestamp (UTC-05:00), Value, Approval Level, Grade, Qualifiers
2018-02-01T05:00:00Z,2018-02-01 00:00:00,5837.34848624463,Working,50,
2018-02-01T05:15:00Z,2018-02-01 00:15:00,5878.9070668924,Working,50,
2018-02-01T05:30:00Z,2018-02-01 00:30:00,5791.83308358333,Working,50,
2018-02-01T05:45:00Z,2018-02-01 00:45:00,5777.03625226551,Working,50,
2018-02-01T06:00:00Z,2018-02-01 01:00:00,5767.16807137928,Working,50,
2018-02-01T06:15:00Z,2018-02-01 01:15:00,5736.66836710861,Working,50,
2018-02-01T06:30:00Z,2018-02-01 01:30:00,5767.97573442391,Working,50,
2018-02-01T06:45:00Z,2018-02-01 01:45:00,5661.21123548901,Working,50,
2018-02-01T07:00:00Z,2018-02-01 02:00:00,5748.15182582234,Working,50,
2018-02-01T07:15:00Z,2018-02-01 02:15:00,5682.65037365633,Working,50,
2018-02-01T07:30:00Z,2018-02-01 02:30:00,5698.10168519872,Working,50,
2018-02-01T07:45:00Z,2018-02-01 02:45:00,5733.73948455945,Working,50,
2018-02-01T08:00:00Z,2018-02-01 03:00:00,5723.90089453661,Working,50,
2018-02-01T08:15:00Z,2018-02-01 03:15:00,5608.74033515552,Working,50,
2018-02-01T08:30:00Z,2018-02-01 03:30:00,5649.19231092104,Working,50,
2018-02-01T08:45:00Z,2018-02-01 03:45:00,5614.42472991761,Working,50,
2018-02-01T09:00:00Z,2018-02-01 04:00:00,5629.68816440623,Working,50,
2018-02-01T09:15:00Z,2018-02-01 04:15:00,5590.15804488903,Working,50,
2018-02-01T09:30:00Z,2018-02-01 04:30:00,5575.60017473514,Working,50,
2018-02-01T09:45:00Z,2018-02-01 04:45:00,5570.74041513965,Working,50,
2018-02-01T10:00:00Z,2018-02-01 05:00:00,5536.25398977691,Working,50,
2018-02-01T10:15:00Z,2018-02-01 05:15:00,5551.32278539027,Working,50,
2018-02-01T10:30:00Z,2018-02-01 05:30:00,5566.30506423819,Working,50,
2018-02-01T10:45:00Z,2018-02-01 05:45:00,5477.8036403707,Working,50,
2018-02-01T11:00:00Z,2018-02-01 06:00:00,5492.76431387422,Working,50,
2018-02-01T11:15:00Z,2018-02-01 06:15:00,5556.71789707243,Working,50,
2018-02-01T11:30:00Z,2018-02-01 06:30:00,5522.42611058496,Working,50,
2018-02-01T11:45:00Z,2018-02-01 06:45:00,5468.5950943331,Working,50,
2018-02-01T12:00:00Z,2018-02-01 07:00:00,5458.92953784113,Working,50,
2018-02-01T12:15:00Z,2018-02-01 07:15:00,5420.06985171517,Working,50,
2018-02-01T12:30:00Z,2018-02-01 07:30:00,5488.28847817893,Working,50,
2018-02-01T12:45:00Z,2018-02-01 07:45:00,5478.53640492153,Working,50,
2018-02-01T13:00:00Z,2018-02-01 08:00:00,5420.26731187324,Working,50,
2018-02-01T13:15:00Z,2018-02-01 08:15:00,5366.95549160183,Working,50,
2018-02-01T13:30:00Z,2018-02-01 08:30:00,5405.7636488241,Working,50,
2018-02-01T13:45:00Z,2018-02-01 08:45:00,5396.09809233212,Working,50,
2018-02-01T14:00:00Z,2018-02-01 09:00:00,5386.51176004041,Working,50,
2018-02-01T14:15:00Z,2018-02-01 09:15:00,5348.1579822453,Working,50,
2018-02-01T14:30:00Z,2018-02-01 09:30:00,5439.49025689374,Working,50,
2018-02-01T14:45:00Z,2018-02-01 09:45:00,5405.83905454648,Working,50,
2018-02-01T15:00:00Z,2018-02-01 10:00:00,5372.27327881392,Working,50,
2018-02-01T15:15:00Z,2018-02-01 10:15:00,5334.02630783367,Working,50,
2018-02-01T15:30:00Z,2018-02-01 10:30:00,5324.4825417648,Working,50,
2018-02-01T15:45:00Z,2018-02-01 10:45:00,5310.17215383354,Working,50,
2018-02-01T16:00:00Z,2018-02-01 11:00:00,5381.4588209482,Working,50,
2018-02-01T16:15:00Z,2018-02-01 11:15:00,5343.25461036826,Working,50,
2018-02-01T16:30:00Z,2018-02-01 11:30:00,5362.11500896636,Working,50,
2018-02-01T16:45:00Z,2018-02-01 11:45:00,5328.80551307791,Working,50,
2018-02-01T17:00:00Z,2018-02-01 12:00:00,5290.79348883457,Working,50,
2018-02-01T17:15:00Z,2018-02-01 12:15:00,5356.65145427641,Working,50,
2018-02-01T17:30:00Z,2018-02-01 12:30:00,5328.25800618667,Working,50,
2018-02-01T17:45:00Z,2018-02-01 12:45:00,5337.22221567986,Working,50,
2018-02-01T18:00:00Z,2018-02-01 13:00:00,5233.81150293853,Working,50,
2018-02-01T18:15:00Z,2018-02-01 13:15:00,5299.2422882139,Working,50,
2018-02-01T18:30:00Z,2018-02-01 13:30:00,5242.85052251646,Working,50,
2018-02-01T18:45:00Z,2018-02-01 13:45:00,5308.06764706916,Working,50,
2018-02-01T19:00:00Z,2018-02-01 14:00:00,5303.20498206209,Working,50,
2018-02-01T19:15:00Z,2018-02-01 14:15:00,5316.76481890942,Working,50,
2018-02-01T19:30:00Z,2018-02-01 14:30:00,5288.62769775674,Working,50,
2018-02-01T19:45:00Z,2018-02-01 14:45:00,5209.28199054416,Working,50,
2018-02-01T20:00:00Z,2018-02-01 15:00:00,5222.86316049869,Working,50,
2018-02-01T20:15:00Z,2018-02-01 15:15:00,5259.48383986191,Working,50,
2018-02-01T20:30:00Z,2018-02-01 15:30:00,5198.8173964491,Working,50,
2018-02-01T20:45:00Z,2018-02-01 15:45:00,5198.80691433259,Working,50,
2018-02-01T21:00:00Z,2018-02-01 16:00:00,5235.33717020769,Working,50,
2018-02-01T21:15:00Z,2018-02-01 16:15:00,5207.53841202826,Working,50,
2018-02-01T21:30:00Z,2018-02-01 16:30:00,5220.944445571,Working,50,
2018-02-01T21:45:00Z,2018-02-01 16:45:00,5216.14334565545,Working,50,
2018-02-01T22:00:00Z,2018-02-01 17:00:00,5160.76731352285,Working,50,
2018-02-01T22:15:00Z,2018-02-01 17:15:00,5219.81012739497,Working,50,
2018-02-01T22:30:00Z,2018-02-01 17:30:00,5169.33007462612,Working,50,
2018-02-01T22:45:00Z,2018-02-01 17:45:00,5228.14086987161,Working,50,
2018-02-01T23:00:00Z,2018-02-01 18:00:00,5200.53191129817,Working,50,
2018-02-01T23:15:00Z,2018-02-01 18:15:00,5181.27493841471,Working,50,
2018-02-01T23:30:00Z,2018-02-01 18:30:00,5135.90172762921,Working,50,
2018-02-01T23:45:00Z,2018-02-01 18:45:00,5148.99139749748,Working,50,
2018-02-02T00:00:00Z,2018-02-01 19:00:00,5166.80831013711,Working,50,
2018-02-02T00:15:00Z,2018-02-01 19:15:00,5139.38919766639,Working,50,
2018-02-02T00:30:00Z,2018-02-01 19:30:00,5147.54071564698,Working,50,
2018-02-02T00:45:00Z,2018-02-01 19:45:00,5142.71850622112,Working,50,
2018-02-02T01:00:00Z,2018-02-01 20:00:00,5160.38774528196,Working,50,
2018-02-02T01:15:00Z,2018-02-01 20:15:00,5110.603748393,Working,50,
2018-02-02T01:30:00Z,2018-02-01 20:30:00,5078.58395721939,Working,50,
2018-02-02T01:45:00Z,2018-02-01 20:45:00,5096.21102375631,Working,50,
2018-02-02T02:00:00Z,2018-02-01 21:00:00,5108.98428345339,Working,50,
2018-02-02T02:15:00Z,2018-02-01 21:15:00,5081.81829911962,Working,50,
2018-02-02T02:30:00Z,2018-02-01 21:30:00,5077.01719920407,Working,50,
2018-02-02T02:45:00Z,2018-02-01 21:45:00,5072.21609928853,Working,50,
2018-02-02T03:00:00Z,2018-02-01 22:00:00,5107.14324129409,Working,50,
2018-02-02T03:15:00Z,2018-02-01 22:15:00,5075.25006068567,Working,50,
2018-02-02T03:30:00Z,2018-02-01 22:30:00,5008.58794605086,Working,50,
2018-02-02T03:45:00Z,2018-02-01 22:45:00,5026.02511998835,Working,50,
2018-02-02T04:00:00Z,2018-02-01 23:00:00,5060.78343240808,Working,50,
2018-02-02T04:15:00Z,2018-02-01 23:15:00,5078.09399578037,Working,50,
2018-02-02T04:30:00Z,2018-02-01 23:30:00,5036.70425009875,Working,50,
2018-02-02T04:45:00Z,2018-02-01 23:45:00,5071.11169544679,Working,50,
2018-02-02T05:00:00Z,2018-02-02 00:00:00,5049.09474682281,Working,50,
2018-02-02T05:15:00Z,2018-02-02 00:15:00,5034.78398447063,Working,50,
2018-02-02T05:30:00Z,2018-02-02 00:30:00,5030.00671527366,Working,50,
2018-02-02T05:45:00Z,2018-02-02 00:45:00,5081.27838938853,Working,50,
2018-02-02T06:00:00Z,2018-02-02 01:00:00,5032.75867424636,Working,50,
2018-02-02T06:15:00Z,2018-02-02 01:15:00,4957.77788171628,Working,50,
2018-02-02T06:30:00Z,2018-02-02 01:30:00,4991.83065217535,Working,50,
2018-02-02T06:45:00Z,2018-02-02 01:45:00,5008.78935705634,Working,50,
2018-02-02T07:00:00Z,2018-02-02 02:00:00,4999.20374387673,Working,50,
2018-02-02T07:15:00Z,2018-02-02 02:15:00,4967.96535142922,Working,50,
2018-02-02T07:30:00Z,2018-02-02 02:30:00,5006.4519975004,Working,50,
2018-02-02T07:45:00Z,2018-02-02 02:45:00,4958.41081303527,Working,50,
2018-02-02T08:00:00Z,2018-02-02 03:00:00,4992.00587445113,Working,50,
2018-02-02T08:15:00Z,2018-02-02 03:15:00,4960.8507226763,Working,50,
2018-02-02T08:30:00Z,2018-02-02 03:30:00,4951.2651094967,Working,50,
2018-02-02T08:45:00Z,2018-02-02 03:45:00,4951.25454101469,Working,50,
2018-02-02T09:00:00Z,2018-02-02 04:00:00,4958.30533023258,Working,50,
2018-02-02T09:15:00Z,2018-02-02 04:15:00,4915.44695812061,Working,50,
2018-02-02T09:30:00Z,2018-02-02 04:30:00,4884.52066086739,Working,50,
2018-02-02T09:45:00Z,2018-02-02 04:45:00,4917.69961064507,Working,50,
2018-02-02T10:00:00Z,2018-02-02 05:00:00,4929.41308413404,Working,50,
2018-02-02T10:15:00Z,2018-02-02 05:15:00,4882.0376415999,Working,50,
2018-02-02T10:30:00Z,2018-02-02 05:30:00,4919.77525920477,Working,50,
2018-02-02T10:45:00Z,2018-02-02 05:45:00,4910.14804862013,Working,50,
2018-02-02T11:00:00Z,2018-02-02 06:00:00,4921.69508662636,Working,50,
2018-02-02T11:15:00Z,2018-02-02 06:15:00,4879.33602096263,Working,50,
2018-02-02T11:30:00Z,2018-02-02 06:30:00,4890.88301310623,Working,50,
2018-02-02T11:45:00Z,2018-02-02 06:45:00,4864.95231695222,Working,50,
2018-02-02T12:00:00Z,2018-02-02 07:00:00,4881.24518817695,Working,50,
2018-02-02T12:15:00Z,2018-02-02 07:15:00,4850.5686129418,Working,50,
2018-02-02T12:30:00Z,2018-02-02 07:30:00,4887.82760814437,Working,50,
2018-02-02T12:45:00Z,2018-02-02 07:45:00,4819.96470989734,Working,50,
2018-02-02T13:00:00Z,2018-02-02 08:00:00,4831.42152769105,Working,50,
2018-02-02T13:15:00Z,2018-02-02 08:15:00,4852.37734017682,Working,50,
2018-02-02T13:30:00Z,2018-02-02 08:30:00,4868.57324561204,Working,50,
2018-02-02T13:45:00Z,2018-02-02 08:45:00,4801.02737155126,Working,50,
2018-02-02T14:00:00Z,2018-02-02 09:00:00,4807.78555494808,Working,50,
2018-02-02T14:15:00Z,2018-02-02 09:15:00,4766.04781898834,Working,50,
2018-02-02T14:30:00Z,2018-02-02 09:30:00,4819.14965778371,Working,50,
2018-02-02T14:45:00Z,2018-02-02 09:45:00,4793.59772115525,Working,50,
2018-02-02T15:00:00Z,2018-02-02 10:00:00,4788.86844322431,Working,50,
2018-02-02T15:15:00Z,2018-02-02 10:15:00,4779.42030427417,Working,50,
2018-02-02T15:30:00Z,2018-02-02 10:30:00,4795.41111516722,Working,50,
2018-02-02T15:45:00Z,2018-02-02 10:45:00,4811.36088002891,Working,50,
2018-02-02T16:00:00Z,2018-02-02 11:00:00,4760.51360946214,Working,50,
2018-02-02T16:15:00Z,2018-02-02 11:15:00,4776.42237349735,Working,50,
2018-02-02T16:30:00Z,2018-02-02 11:30:00,4787.5302748604,Working,50,
